contig	length	cov_mean_sample_0314	cov_mean_sample_0322	cov_mean_sample_0328	cov_mean_sample_0403	cov_mean_sample_0416	cov_mean_sample_0419	cov_mean_sample_0423	cov_mean_sample_0507	cov_mean_sample_0516	cov_mean_sample_0521	cov_mean_sample_0531	cov_mean_sample_0604	cov_mean_sample_0613	cov_mean_sample_0619	cov_mean_sample_0628	cov_mean_sample_0705	cov_mean_sample_0709	cov_mean_sample_0717	cov_mean_sample_0802	cov_mean_sample_0806	cov_mean_sample_0813	cov_mean_sample_0820	cov_mean_sample_0823	cov_mean_sample_0828	cov_mean_sample_0903	cov_mean_sample_0910	cov_mean_sample_0920	cov_mean_sample_0924	cov_mean_sample_1001	cov_mean_sample_1004	cov_mean_sample_1015	cov_mean_sample_1022	cov_mean_sample_1028	cov_mean_sample_1105	cov_mean_sample_1123	cov_mean_sample_1128	cov_mean_sample_1220
OTU_890	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.237089	0	0	0	0	0.237089	0	0	0	0	0	0	0	0	0
OTU_718	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_719	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_248	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_249	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_246	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_247	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_244	402	0	1.256219	0	0	0	0.502487	0	0.251244	0.251244	0	0	0	0	0	0	0	0	0	0	0	0.251244	0.251244	1.146767	0	0	0.502488	0	0.502488	0	0	0.502488	0	0	0	0	0.251244	0.753731
OTU_245	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_242	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_243	402	0	0	0	0	0	0	0	0.975124	0	0	0	0	0	0.251244	0	0	0	0	0	0	0.502487	0.251244	1.256219	0	0	0	1.004974	0.666665	1.004974	0	0.597015	1.004974	0	0	0	0.753732	0.753732
OTU_240	427	0	0	0	0	0	0	0	3.784543	0	0.473068	0	0	0	0.473068	0.236534	0	0	0	0.473068	0.236534	2.325525	1.655738	0.473068	0.236534	0.236534	0	1.182671	3.501169	0.433255	0	1.655739	0.236534	0	0	0	0.946135	0
OTU_241	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1200	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1201	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_621	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1181	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1204	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_895	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1206	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1207	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1208	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1209	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_456	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1018	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_390	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_391	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_392	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_393	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_394	402	0	0	0	0	0	0	0	6.278608	0	0.502487	0	0	0	0	0	3.004972	0	0	0.502489	0	1.004974	3.937814	10.400498	3.236318	1.870646	0	5.713930	7.007463	6.325869	1.410447	6.713935	2.738806	0	2.062187	0	1.731342	1.004974
OTU_370	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_396	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_397	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753730	0	0	0	0	0	0	0	0	0.502488	0	0	0	0.502487	0	0	0	0	1.004976	0.753732
OTU_398	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239336	0	0	1.104263	0.718010	2.632698	0.239336	1.914691	0	0	0	0	0	0	0	0	0	0	0	0.239336	0	0	0	0
OTU_399	427	0	0	0	0	0	0	0	0.236534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_371	427	0.222482	0.250585	0	0	0	0	0	1.444965	0	0.096019	0	0	0.182670	0	0	0.309134	0	0	0.236534	0	1.805619	0.236534	0.334895	0.105386	0	0	0.861827	1.379388	0.786885	0	0.831381	0	0.571429	0	0	0.557377	0.960186
OTU_899	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_622	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_487	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146766	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1117	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_480	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_956	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_481	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_431	427	0	1.182669	0	0	0	0.236534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_430	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_433	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_432	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.251244	0	0	0	0	0	0	0	0.502488
OTU_435	427	0	0	0.187354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236534	0	0	0	0	0.236534	0	0	0.236534	0	0	0	0	0	0	0	0
OTU_434	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_437	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_436	427	0	0	0	0	0	0	0	0	0	0	0.098361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348946	0	0	0
OTU_439	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_438	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_623	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0.718009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239336	0	0	0	0
OTU_808	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_809	404	0	0	0	0	0	0	0	0	0	0	0.500000	0	0.108911	0.500000	0	0	0	0	0.500001	0	0	0	0.250000	0	0	0	0	0.500000	0	0	0.750001	0	0	0	0	0	0
OTU_897	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_688	422	0	0	0	0	0	0	0	1.436016	0	0	0	0	0	0	0	0	0	0	0	0	0	0.478673	0	0.239336	0.239336	0	0.478673	0	0	0.718008	0.239336	0	0	0	0	0	0
OTU_800	427	0	0	0	0	0	2.128805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_801	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250620	0	0	0	0
OTU_802	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_803	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_804	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_805	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_806	422	0	0	0	0	0	0	0	0	0	0	0	0	0.440759	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239336	0	0.239336	0	0	0	0	0	0	0	0
OTU_807	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1261	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_15	407	0	1.240785	0	0	0.744471	0.496314	0.744471	14.253065	0	5.955771	0	0.960687	0.744471	5.434887	0.992628	3.226045	1.985257	1.985257	3.449629	0.744471	3.746926	9.063878	19.960680	7.196558	5.171986	0	9.542996	17.579850	13.518418	5.847663	12.289918	5.390662	2.729727	7.176904	0.496314	8.373460	2.678131
OTU_1236	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_743	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_742	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_954	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_989	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_741	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_714	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_8	402	0	0.251244	0	0	0	0.251244	0	0.753732	0	0.502488	0.251244	0.251244	0	0	0	0	0	0	0	0	0	0.502488	0.251244	0	0	0	1.256220	3.870653	2.009948	0.502488	0.753732	1.004976	0	0.500000	0	0.251244	1.427861
OTU_9	422	0	0.239336	0.478673	0.478673	0	0	0	0.478673	0	0	0	0.478673	0	0	0	0	0	0	2.507108	0.718008	1.914693	0.478673	0	0	0	0	0.239336	0.718009	0	0	0	0.718009	0	0	0	0	1.194313
OTU_715	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426230	0	0	0	1.927399	0.922716	0.622951	0	0.522248	0	0	0	0	0	0.473068
OTU_2	426	0.237089	0.237089	0	0	0.474178	0	0	1.084508	0.237089	0	0	0	0	0	0	0	0	0	0.711268	1.185445	0.711267	0	0.474178	0.321596	0	0	0.474179	1.896715	0	0	0	0.237089	1.185445	0	0	0.150235	0.474179
OTU_3	404	0.500000	1.000001	1.499999	0.749999	1.499999	0.749999	0	5.089110	0	0.997525	5.811881	0.250000	9.509902	16.596529	0.499999	0.499999	0.250000	2.096536	3.250000	0.750000	6.113861	3.346536	9.566832	0	0	3.250001	4.249999	6.148516	5.200497	2.561878	8.824258	2.655940	4.022276	1.918319	0	3.250000	0.418317
OTU_1	402	0.753730	9.017416	0.753731	2.432839	1.960199	0.736318	1.412936	7.955211	1.211443	1.129352	3.266169	0	4.228857	13.611946	4.388061	2.850745	1.258706	0.753732	2.751244	2.763677	4.706464	5.141792	7.800995	2.002491	1.004974	4.773638	5.390556	1.004975	7.149253	1.343282	8.440295	3.393040	1.810944	0.500000	0.251244	1.594530	8.589562
OTU_6	402	0	0	0	0	0.251244	0	0	0.502488	0	0	0	0	0.251244	0	0	1.004975	0	0	0.251244	0	0.417911	0.251244	12.932839	0	0	2.009949	0.251244	6.733828	2.689056	0.502488	8.186562	3.768659	1.482585	5.286071	0	3.014927	7.537315
OTU_7	402	4.497508	68.390525	3.517413	2.452737	6.323384	13.360695	3.768659	0.500000	4.878110	0	3.863185	0.502488	1.669155	5.778608	2.621891	0.114428	2.512438	0.502488	0.502488	0.753731	0.753731	0.251244	2.512439	0	0	16.425382	2.763683	2.763680	2.992541	0.465174	4.522389	2.261192	0	0.502487	1.758703	1.256221	8.410441
OTU_4	404	1.190592	0.500000	2.500000	0	0	0	0	6.200492	0	0.999999	0.499999	0	2.497520	1.500002	0	0	0.750000	0	2.492574	1.000001	8.717822	3.000002	3.749996	0.750000	0.500000	2.146040	1.250001	5.235147	2.250002	0.250000	4.435643	3.408416	3.750000	0.500000	0	0.750001	0.500001
OTU_5	402	0	1.741293	0	0.251244	0.166667	0	0	6.529845	0.251244	0.753730	0.251244	0	0.502489	1.706466	0.251244	1.619405	1.004976	1.208954	1.425373	0.251244	3.676614	4.196510	4.072146	2.360699	1.004975	0.753731	4.196514	1.507462	3.696512	0.251244	5.203988	2.741291	0.753730	0.251244	0	3.517420	3.736315
OTU_934	402	0	1.368159	0	0	0	1.256219	0	0	0	0	0	0	0	0	1.256218	0.082090	0	0	0	0	0	0	0.251244	0	0	0	0.251244	0	0	0	0	0	0	0	0	0	0
OTU_935	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_936	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_717	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_930	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_745	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_708	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_933	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.239336	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_710	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.246944	0	0	0	0	0	0	0	0	0	0.246944
OTU_988	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250000	0	0	0	0	0	0	0	0	0
OTU_744	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_938	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_939	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_711	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1012	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_712	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_881	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1180	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_713	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_421	422	0.454976	2.632703	0	0.478672	0.476304	1.675353	0	0	0.234597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.436021	0	0.239336	0	0	0	0	0	0	0	0.239336	0.957344
OTU_509	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_508	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_505	402	0	0.124378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_504	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_507	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_506	422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232227	0	0	0.478673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_501	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_500	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0.249383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.743210	0.498765	0	0	0	0	0
OTU_503	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_502	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_931	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1203	404	0	3.220295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500001	0	0	0	0	0	0	0	0	0	0
OTU_882	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099502
OTU_1039	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1038	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1037	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.358911	0	0	0	0	0	0	0.103960	0	0	0	0	0	0	0	0	0	0
OTU_1036	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1035	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1034	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1033	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1032	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
